requirement_id,dataset,area_id,area,actual_class,platform,model,iteration,predicted,certainty,correct
2.1-2,A,2.1,General Requirements,standard,Claude,Opus 4.6,9,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Claude,Opus 4.6,10,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Claude,Opus 4.6 Thinking,1,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Claude,Opus 4.6 Thinking,2,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Claude,Opus 4.6 Thinking,3,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Claude,Opus 4.6 Thinking,4,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Claude,Opus 4.6 Thinking,5,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Claude,Opus 4.6 Thinking,6,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Claude,Opus 4.6 Thinking,7,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Claude,Opus 4.6 Thinking,8,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Claude,Opus 4.6 Thinking,9,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Claude,Opus 4.6 Thinking,10,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Claude,Sonnet 4.6,1,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Claude,Sonnet 4.6,2,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Claude,Sonnet 4.6,3,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Claude,Sonnet 4.6,4,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Claude,Sonnet 4.6,5,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Claude,Sonnet 4.6,6,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Claude,Sonnet 4.6,7,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Claude,Sonnet 4.6,8,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Claude,Sonnet 4.6,9,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Claude,Sonnet 4.6,10,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Claude,Sonnet 4.6 Thinking,1,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Claude,Sonnet 4.6 Thinking,2,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Claude,Sonnet 4.6 Thinking,3,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Claude,Sonnet 4.6 Thinking,4,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Claude,Sonnet 4.6 Thinking,5,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Claude,Sonnet 4.6 Thinking,6,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Claude,Sonnet 4.6 Thinking,7,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Claude,Sonnet 4.6 Thinking,8,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Claude,Sonnet 4.6 Thinking,9,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Claude,Sonnet 4.6 Thinking,10,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,DeepSeek,DeepSeek-V3.2,1,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,DeepSeek,DeepSeek-V3.2,2,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,DeepSeek,DeepSeek-V3.2,3,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,DeepSeek,DeepSeek-V3.2,4,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,DeepSeek,DeepSeek-V3.2,5,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,DeepSeek,DeepSeek-V3.2,6,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,DeepSeek,DeepSeek-V3.2,7,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,DeepSeek,DeepSeek-V3.2,8,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,DeepSeek,DeepSeek-V3.2,9,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,DeepSeek,DeepSeek-V3.2,10,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,GPT,GPT 5.4 Thinking,1,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,GPT,GPT 5.4 Thinking,2,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,GPT,GPT 5.4 Thinking,3,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,GPT,GPT 5.4 Thinking,4,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,GPT,GPT 5.4 Thinking,5,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,GPT,GPT 5.4 Thinking,6,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,GPT,GPT 5.4 Thinking,7,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,GPT,GPT 5.4 Thinking,8,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,GPT,GPT 5.4 Thinking,9,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,GPT,GPT 5.4 Thinking,10,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Gemini,Gemini 3.1 Pro,1,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Gemini,Gemini 3.1 Pro,2,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Gemini,Gemini 3.1 Pro,3,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Gemini,Gemini 3.1 Pro,4,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Gemini,Gemini 3.1 Pro,5,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Gemini,Gemini 3.1 Pro,6,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Gemini,Gemini 3.1 Pro,7,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Gemini,Gemini 3.1 Pro,8,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Gemini,Gemini 3.1 Pro,9,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Gemini,Gemini 3.1 Pro,10,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Gemini,Gemini 3.1 Thinking,1,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Gemini,Gemini 3.1 Thinking,2,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Gemini,Gemini 3.1 Thinking,3,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Gemini,Gemini 3.1 Thinking,4,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Gemini,Gemini 3.1 Thinking,5,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Gemini,Gemini 3.1 Thinking,6,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Gemini,Gemini 3.1 Thinking,7,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Gemini,Gemini 3.1 Thinking,8,standard,5,TRUE
2.1-2,A,2.1,General Requirements,standard,Gemini,Gemini 3.1 Thinking,9,standard,5,TRUE
